"Kod";"Nazwa";"ogółem;ogółem;2024;[osoba]";
3025052;"Zaniemyśl (2)";6965;
3026000;"Powiat śremski";60939;
3026012;"Brodnica (2)";4727;
3026023;"Dolsk (3)";5784;
3026024;"Dolsk - miasto (4)";1537;
3026025;"Dolsk - obszar wiejski (5)";4247;
3026033;"Książ Wielkopolski (3)";7992;
3026034;"Książ Wielkopolski - miasto (4)";2924;
3026035;"Książ Wielkopolski - obszar wiejski (5)";5068;
3026043;"Śrem (3)";42436;
3026044;"Śrem - miasto (4)";27488;
3026045;"Śrem - obszar wiejski (5)";14948;
3027000;"Powiat turecki";80513;
3027011;"Turek (1)";24165;
3027022;"Brudzew (2)";5847;
3027033;"Dobra (3)";5754;
3027034;"Dobra - miasto (4)";1307;
3027035;"Dobra - obszar wiejski (5)";4447;
3027042;"Kawęczyn (2)";4892;
3027052;"Malanów (2)";6435;
3027062;"Przykona (2)";4619;
3027073;"Tuliszków (3)";10102;
3027074;"Tuliszków - miasto (4)";2983;
3027075;"Tuliszków - obszar wiejski (5)";7119;
3027082;"Turek (2)";10852;
3027092;"Władysławów (2)";7847;
3028000;"Powiat wągrowiecki";68899;
3028011;"Wągrowiec (1)";25371;
3028022;"Damasławek (2)";4923;
3028033;"Gołańcz (3)";7660;
3028034;"Gołańcz - miasto (4)";3140;
3028035;"Gołańcz - obszar wiejski (5)";4520;
3028043;"Mieścisko (3)";5637;
3028044;"Mieścisko - miasto (4)";2399;
3028045;"Mieścisko - obszar wiejski (5)";3238;
3028053;"Skoki (3)";10264;
3028054;"Skoki - miasto (4)";4819;
3028055;"Skoki - obszar wiejski (5)";5445;
3028062;"Wapno (2)";2689;
3028072;"Wągrowiec (2)";12355;
3029000;"Powiat wolsztyński";56446;
3029012;"Przemęt (2)";13955;
3029022;"Siedlec (2)";12411;
3029033;"Wolsztyn (3)";30080;
3029034;"Wolsztyn - miasto (4)";11762;
3029035;"Wolsztyn - obszar wiejski (5)";18318;
3030000;"Powiat wrzesiński";78199;
3030012;"Kołaczkowo (2)";5485;
3030023;"Miłosław (3)";9760;
3030024;"Miłosław - miasto (4)";3384;
3030025;"Miłosław - obszar wiejski (5)";6376;
3030033;"Nekla (3)";8021;
3030034;"Nekla - miasto (4)";3858;
3030035;"Nekla - obszar wiejski (5)";4163;
3030043;"Pyzdry (3)";6452;
3030044;"Pyzdry - miasto (4)";2911;
3030045;"Pyzdry - obszar wiejski (5)";3541;
3030053;"Września (3)";48481;
3030054;"Września - miasto (4)";31727;
3030055;"Września - obszar wiejski (5)";16754;
3031000;"Powiat złotowski";66975;
3031011;"Złotów (1)";18005;
3031023;"Jastrowie (3)";10726;
3031024;"Jastrowie - miasto (4)";8199;
3031025;"Jastrowie - obszar wiejski (5)";2527;
3031033;"Krajenka (3)";7348;
3031034;"Krajenka - miasto (4)";3439;
3031035;"Krajenka - obszar wiejski (5)";3909;
3031042;"Lipka (2)";5262;
3031053;"Okonek (3)";7802;
3031054;"Okonek - miasto (4)";3569;
3031055;"Okonek - obszar wiejski (5)";4233;
3031062;"Tarnówka (2)";2982;
3031072;"Zakrzewo (2)";4776;
3031082;"Złotów (2)";10074;
3061000;"Powiat m. Kalisz";91963;
3061011;"Kalisz (1)";91963;
3062000;"Powiat m. Konin";66103;
3062011;"Konin (1)";66103;
3063000;"Powiat m. Leszno";59521;
3063011;"Leszno (1)";59521;
3064000;"Powiat m. Poznań";536151;
3064011;"Poznań (1)";536151;
3200000;"ZACHODNIOPOMORSKIE";1622760;
3201000;"Powiat białogardzki";43964;
3201011;"Białogard (1)";22159;
3201022;"Białogard (2)";7225;
3201033;"Karlino (3)";8421;
3201034;"Karlino - miasto (4)";5436;
3201035;"Karlino - obszar wiejski (5)";2985;
3201043;"Tychowo (3)";6159;
3201044;"Tychowo - miasto (4)";2317;
3201045;"Tychowo - obszar wiejski (5)";3842;
3202000;"Powiat choszczeński";44105;
3202012;"Bierzwnik (2)";4311;
3202023;"Choszczno (3)";19982;
3202024;"Choszczno - miasto (4)";13791;
3202025;"Choszczno - obszar wiejski (5)";6191;
3202033;"Drawno (3)";4556;
3202034;"Drawno - miasto (4)";2147;
3202035;"Drawno - obszar wiejski (5)";2409;
3202042;"Krzęcin (2)";3226;
3202053;"Pełczyce (3)";7121;
3202054;"Pełczyce - miasto (4)";2374;
3202055;"Pełczyce - obszar wiejski (5)";4747;
3202063;"Recz (3)";4909;
3202064;"Recz - miasto (4)";2632;
3202065;"Recz - obszar wiejski (5)";2277;
3203000;"Powiat drawski";53003;
3203013;"Czaplinek (3)";11042;
3203014;"Czaplinek - miasto (4)";6604;
3203015;"Czaplinek - obszar wiejski (5)";4438;
3203023;"Drawsko Pomorskie (3)";16151;
3203024;"Drawsko Pomorskie - miasto (4)";11123;
3203025;"Drawsko Pomorskie - obszar wiejski (5)";5028;
3203033;"Kalisz Pomorski (3)";6773;
3203034;"Kalisz Pomorski - miasto (4)";4013;
3203035;"Kalisz Pomorski - obszar wiejski (5)";2760;
3203052;"Wierzchowo (2)";4003;
3203063;"Złocieniec (3)";15034;
3203064;"Złocieniec - miasto (4)";11906;
3203065;"Złocieniec - obszar wiejski (5)";3128;
3204000;"Powiat goleniowski";81118;
3204023;"Goleniów (3)";37053;
3204024;"Goleniów - miasto (4)";21315;
3204025;"Goleniów - obszar wiejski (5)";15738;
3204033;"Maszewo (3)";8504;
3204034;"Maszewo - miasto (4)";3301;
3204035;"Maszewo - obszar wiejski (5)";5203;
3204043;"Nowogard (3)";23214;
3204044;"Nowogard - miasto (4)";15549;
3204045;"Nowogard - obszar wiejski (5)";7665;
3204052;"Osina (2)";2879;
3204062;"Przybiernów (2)";4795;
3204073;"Stepnica (3)";4673;
3204074;"Stepnica - miasto (4)";2502;
3204075;"Stepnica - obszar wiejski (5)";2171;
3205000;"Powiat gryficki";56095;
3205012;"Brojce (2)";3481;
3205023;"Gryfice (3)";22598;
3205024;"Gryfice - miasto (4)";15277;
3205025;"Gryfice - obszar wiejski (5)";7321;
3205032;"Karnice (2)";3647;
3205043;"Płoty (3)";8004;
3205044;"Płoty - miasto (4)";3684;
3205045;"Płoty - obszar wiejski (5)";4320;
3205072;"Rewal (2)";3621;
3205083;"Trzebiatów (3)";14744;
3205084;"Trzebiatów - miasto (4)";9279;
3205085;"Trzebiatów - obszar wiejski (5)";5465;
3206000;"Powiat gryfiński";76489;
3206012;"Banie (2)";5705;
3206023;"Cedynia (3)";3932;
3206024;"Cedynia - miasto (4)";1450;
3206025;"Cedynia - obszar wiejski (5)";2482;
3206033;"Chojna (3)";13061;
3206034;"Chojna - miasto (4)";7320;
3206035;"Chojna - obszar wiejski (5)";5741;
3206043;"Gryfino (3)";29929;
3206044;"Gryfino - miasto (4)";19564;
3206045;"Gryfino - obszar wiejski (5)";10365;
3206053;"Mieszkowice (3)";6458;
3206054;"Mieszkowice - miasto (4)";3317;
3206055;"Mieszkowice - obszar wiejski (5)";3141;
3206063;"Moryń (3)";4061;
3206064;"Moryń - miasto (4)";1611;
3206065;"Moryń - obszar wiejski (5)";2450;
3206072;"Stare Czarnowo (2)";3628;
3206083;"Trzcińsko-Zdrój (3)";4774;
3206084;"Trzcińsko-Zdrój - miasto (4)";2129;
3206085;"Trzcińsko-Zdrój - obszar wiejski (5)";2645;
3206092;"Widuchowa (2)";4941;
3207000;"Powiat kamieński";43773;
3207013;"Dziwnów (3)";3517;
3207014;"Dziwnów - miasto (4)";2282;
3207015;"Dziwnów - obszar wiejski (5)";1235;
3207023;"Golczewo (3)";5469;
3207024;"Golczewo - miasto (4)";2493;
3207025;"Golczewo - obszar wiejski (5)";2976;
3207033;"Kamień Pomorski (3)";13296;
3207034;"Kamień Pomorski - miasto (4)";8136;
3207035;"Kamień Pomorski - obszar wiejski (5)";5160;
3207043;"Międzyzdroje (3)";5957;
3207044;"Międzyzdroje - miasto (4)";4826;
3207045;"Międzyzdroje - obszar wiejski (5)";1131;
3207052;"Świerzno (2)";3941;
3207063;"Wolin (3)";11593;
3207064;"Wolin - miasto (4)";4607;
3207065;"Wolin - obszar wiejski (5)";6986;
3208000;"Powiat kołobrzeski";76390;
3208011;"Kołobrzeg (1)";43229;
3208022;"Dygowo (2)";5299;
3208033;"Gościno (3)";5357;
3208034;"Gościno - miasto (4)";2769;
3208035;"Gościno - obszar wiejski (5)";2588;
3208042;"Kołobrzeg (2)";11172;
3208052;"Rymań (2)";3620;
3208062;"Siemyśl (2)";4019;
3208072;"Ustronie Morskie (2)";3694;
3209000;"Powiat koszaliński";64359;
3209012;"Będzino (2)";8591;
3209022;"Biesiekierz (2)";6787;
3209033;"Bobolice (3)";8099;
3209034;"Bobolice - miasto (4)";3641;
3209035;"Bobolice - obszar wiejski (5)";4458;
3209042;"Manowo (2)";5687;
3209053;"Mielno (3)";4599;
3209054;"Mielno - miasto (4)";2713;
3209055;"Mielno - obszar wiejski (5)";1886;
3209063;"Polanów (3)";7905;
3209064;"Polanów - miasto (4)";2798;
3209065;"Polanów - obszar wiejski (5)";5107;
3209073;"Sianów (3)";14033;
3209074;"Sianów - miasto (4)";6692;
3209075;"Sianów - obszar wiejski (5)";7341;
3209082;"Świeszyno (2)";8658;
3210000;"Powiat myśliborski";61756;
3210013;"Barlinek (3)";18162;
3210014;"Barlinek - miasto (4)";12801;
3210015;"Barlinek - obszar wiejski (5)";5361;
3210022;"Boleszkowice (2)";2727;
3210033;"Dębno (3)";19136;
3210034;"Dębno - miasto (4)";12769;
3210035;"Dębno - obszar wiejski (5)";6367;
3210043;"Myślibórz (3)";18448;
3210044;"Myślibórz - miasto (4)";10321;
3210045;"Myślibórz - obszar wiejski (5)";8127;
3210052;"Nowogródek Pomorski (2)";3283;
3211000;"Powiat policki";86834;
3211012;"Dobra (Szczecińska) (2)";30869;
3211022;"Kołbaskowo (2)";15595;
3211033;"Nowe Warpno (3)";1520;
3211034;"Nowe Warpno - miasto (4)";1044;
3211035;"Nowe Warpno - obszar wiejski (5)";476;
3211043;"Police (3)";38850;
3211044;"Police - miasto (4)";29286;
3211045;"Police - obszar wiejski (5)";9564;
3212000;"Powiat pyrzycki";35991;
3212012;"Bielice (2)";2919;
3212022;"Kozielice (2)";2314;
3212033;"Lipiany (3)";5360;
3212034;"Lipiany - miasto (4)";3732;
3212035;"Lipiany - obszar wiejski (5)";1628;
3212042;"Przelewice (2)";4452;
3212053;"Pyrzyce (3)";17948;
3212054;"Pyrzyce - miasto (4)";11665;
3212055;"Pyrzyce - obszar wiejski (5)";6283;
3212062;"Warnice (2)";2998;
3213000;"Powiat sławieński";52394;
3213011;"Darłowo (1)";12370;
3213021;"Sławno (1)";11620;
3213032;"Darłowo (2)";7543;
3213042;"Malechowo (2)";5858;
3213052;"Postomino (2)";6712;
3213062;"Sławno (2)";8291;
3214000;"Powiat stargardzki";118844;
3214011;"Stargard (1)";66077;
3214023;"Chociwel (3)";5413;
3214024;"Chociwel - miasto (4)";2941;
3214025;"Chociwel - obszar wiejski (5)";2472;
3214033;"Dobrzany (3)";4476;
3214034;"Dobrzany - miasto (4)";2145;
3214035;"Dobrzany - obszar wiejski (5)";2331;
3214042;"Dolice (2)";7001;
3214053;"Ińsko (3)";3037;
3214054;"Ińsko - miasto (4)";1750;
3214055;"Ińsko - obszar wiejski (5)";1287;
3214062;"Kobylanka (2)";6746;
3214082;"Marianowo (2)";2866;
3214092;"Stara Dąbrowa (2)";3513;
3214102;"Stargard (2)";15679;
3214113;"Suchań (3)";4036;
3214114;"Suchań - miasto (4)";1397;
3214115;"Suchań - obszar wiejski (5)";2639;
3215000;"Powiat szczecinecki";72023;
3215011;"Szczecinek (1)";37250;
3215023;"Barwice (3)";7697;
3215024;"Barwice - miasto (4)";3407;
3215025;"Barwice - obszar wiejski (5)";4290;
3215033;"Biały Bór (3)";4904;
3215034;"Biały Bór - miasto (4)";2074;
3215035;"Biały Bór - obszar wiejski (5)";2830;
3215043;"Borne Sulinowo (3)";9128;
3215044;"Borne Sulinowo - miasto (4)";4801;
3215045;"Borne Sulinowo - obszar wiejski (5)";4327;
3215052;"Grzmiąca (2)";4234;
3215062;"Szczecinek (2)";8810;
3216000;"Powiat świdwiński";42754;
3216011;"Świdwin (1)";14411;
3216022;"Brzeżno (2)";2526;
3216033;"Połczyn-Zdrój (3)";13532;
3216034;"Połczyn-Zdrój - miasto (4)";7138;
3216035;"Połczyn-Zdrój - obszar wiejski (5)";6394;
3216042;"Rąbino (2)";3231;
3216052;"Sławoborze (2)";3783;
3216062;"Świdwin (2)";5271;
3217000;"Powiat wałecki";49384;
3217011;"Wałcz (1)";23243;
3217023;"Człopa (3)";4476;
3217024;"Człopa - miasto (4)";2111;
3217025;"Człopa - obszar wiejski (5)";2365;
3217033;"Mirosławiec (3)";5235;
3217034;"Mirosławiec - miasto (4)";2964;
3217035;"Mirosławiec - obszar wiejski (5)";2271;
3217043;"Tuczno (3)";4390;
3217044;"Tuczno - miasto (4)";1757;
3217045;"Tuczno - obszar wiejski (5)";2633;
3217052;"Wałcz (2)";12040;
3218000;"Powiat łobeski";32974;
3218013;"Dobra (3)";3838;
3218014;"Dobra - miasto (4)";2003;
3218015;"Dobra - obszar wiejski (5)";1835;
3218023;"Łobez (3)";12658;
3218024;"Łobez - miasto (4)";9418;
3218025;"Łobez - obszar wiejski (5)";3240;
3218032;"Radowo Małe (2)";3148;
3218043;"Resko (3)";7083;
3218044;"Resko - miasto (4)";3818;
3218045;"Resko - obszar wiejski (5)";3265;
3218053;"Węgorzyno (3)";6247;
3218054;"Węgorzyno - miasto (4)";2590;
3218055;"Węgorzyno - obszar wiejski (5)";3657;
3261000;"Powiat m. Koszalin";105263;
3261011;"Koszalin (1)";105263;
3262000;"Powiat m. Szczecin";386706;
3262011;"Szczecin (1)";386706;
3263000;"Powiat m. Świnoujście";38541;
3263011;"Świnoujście (1)";38541;
